Case Number,Case Open Date,Case Close Date,Case Year,Case Sub-Type,Address Zip Code
25204,07/06/2011,08/08/2011,2011,Industrial/commercial   Electrical Amp Equip,20850
20172032,07/24/2017,08/22/2017,2017,Industrial/commercial   Equipment Noise,20814
20251515,04/14/2025,,2025,Residential   Construction/repair/demolition,20895
20242349,09/23/2024,10/07/2024,2024,Residential   El  Amplification Equip,20905
20151901,07/13/2015,07/29/2015,2015,Residential   Construction/repair/demolition,20854
20211106,01/25/2021,04/20/2022,2021,Residential   El  Amplification Equip,20910
20192241,08/12/2019,10/21/2019,2019,Industrial/commercial  construction/repair/demolit,20872
23018,03/11/2010,03/12/2010,2010,Residential   El  Amplification Equip,20906
24389,02/15/2011,04/06/2011,2011,Residential Muti Tenant Dwelling,20852
20242236,09/03/2024,09/26/2024,2024,Industrial/commercial   Refuse Noise Collection,20901
7314,05/21/1997,10/31/1997,1997,Industrial/commercial   Equipment Noise,20880
20172391,10/23/2017,11/01/2017,2017,Residential   Construction/repair/demolition,20906
20162643,12/29/2016,04/17/2017,2016,Industrial/commercial   Refuse Noise Collection,20854
2014190,01/28/2014,05/28/2015,2014,Residential   Mechanical,20850
20141020,07/21/2014,09/15/2014,2014,Industrial/commercial   Electrical Amp Equip,20910
19177,06/12/2007,07/10/2007,2007,Industrial/commercial   Electrical Amp Equip,20815
20211970,06/21/2021,07/19/2021,2021,Residential   El  Amplification Equip,20879
7841,09/12/1997,05/28/1998,1997,Residential   Mechanical,20812
4488,05/31/1995,06/21/1995,1995,Industrial/commercial   Equipment Noise,20852
20161089,01/28/2016,02/02/2016,2016,Residential Muti Tenant Dwelling,20852
27160,10/16/2012,11/02/2012,2012,Residential Muti Tenant Dwelling,20874
19201,06/18/2007,04/15/2008,2007,Residential   El  Amplification Equip,20874
20212730,11/16/2021,01/13/2022,2021,Residential Muti Tenant Dwelling,20904
2255,10/24/2001,10/24/2001,2001,Industrial/commercial  construction/repair/demolit,20904
20192180,07/29/2019,08/05/2019,2019,Industrial/commercial  construction/repair/demolit,20852
20221564,05/02/2022,05/12/2022,2022,Residential   Mechanical,20874
2014769,05/20/2014,07/22/2014,2014,Waiver Request,20854
26646,07/12/2012,07/18/2012,2012,Residential   Construction/repair/demolition,20816
2014919,06/25/2014,07/14/2014,2014,Industrial/commercial  construction/repair/demolit,20906
20161347,04/13/2016,07/05/2016,2016,Industrial/commercial   Electrical Amp Equip,20906
20151073,01/28/2015,03/30/2015,2015,Industrial/commercial  construction/repair/demolit,20910
20171889,06/26/2017,03/06/2018,2017,Waiver Request,20814
20171236,03/01/2017,07/18/2017,2017,Residential   Mechanical,20852
20172475,11/14/2017,11/22/2017,2017,Industrial/commercial   Equipment Noise,20895
24866,05/13/2011,06/16/2011,2011,Industrial/commercial   Equipment Noise,20910
20192352,09/11/2019,12/30/2019,2019,Waiver Request,20903
4897,09/12/1995,10/06/1995,1995,Industrial/commercial   Equipment Noise,20817
2325,09/06/2001,05/22/2002,2001,Industrial/commercial  construction/repair/demolit,20815
18471,12/12/2006,01/26/2007,2006,Residential   Motor Vehicle Noise,20853
20182091,07/30/2018,10/03/2018,2018,Residential   El  Amplification Equip,20876
20161854,06/27/2016,08/02/2016,2016,Noise Industrial/commercial   Leaf Blower Noise,20895
21064,11/24/2008,12/18/2008,2008,Residential   Construction/repair/demolition,20854
2014174,01/22/2014,04/15/2014,2014,Industrial/commercial  construction/repair/demolit,20850
20241906,06/27/2024,07/16/2024,2024,Industrial/commercial  construction/repair/demolit,20814
20242129,08/12/2024,08/21/2024,2024,Noise Industrial/commercial   Leaf Blower Noise,20816
20211179,02/18/2021,03/08/2021,2021,Residential Muti Tenant Dwelling,20902
20222171,08/30/2022,09/27/2022,2022,Waiver Request,20815
2013892,07/05/2013,10/11/2013,2013,Industrial/commercial   Equipment Noise,20910
671,07/05/2000,07/11/2000,2000,Industrial/commercial  construction/repair/demolit,20814
20172445,11/06/2017,05/17/2018,2017,Industrial/commercial   Refuse Noise Collection,20910
20241826,06/11/2024,08/02/2024,2024,Residential   Mechanical,20841
17880,07/06/2006,08/28/2006,2006,Residential House/yard,20841
8430,05/06/1999,06/21/1999,1999,Industrial/commercial  construction/repair/demolit,20833
20232001,07/26/2023,12/07/2023,2023,Waiver Request,20850
20202106,06/30/2020,11/16/2020,2020,Industrial/commercial   Equipment Noise,20814
20202522,09/28/2020,02/22/2021,2020,Residential   El  Amplification Equip,20879
20221311,03/16/2022,03/25/2022,2022,Residential   Mechanical,20816
20162294,09/30/2016,12/05/2016,2016,Industrial/commercial   Electrical Amp Equip,20707
17975,07/27/2006,10/24/2006,2006,Residential   Mechanical,20910
2013891,07/03/2013,07/19/2013,2013,Industrial/commercial  construction/repair/demolit,20910
2474,08/29/2001,10/16/2001,2001,Industrial/commercial   Equipment Noise,20853
13173,07/21/2003,07/21/2003,2003,Industrial/commercial   Refuse Noise Collection,20817
20162556,12/05/2016,05/09/2017,2016,Residential   Mechanical,20814
20769,08/27/2008,10/14/2008,2008,Industrial/commercial  construction/repair/demolit,20815
7624,07/30/1997,08/21/1997,1997,Residential House/yard,20879
20181059,01/22/2018,03/20/2018,2018,Industrial/commercial  construction/repair/demolit,20876
25530,10/04/2011,12/28/2011,2011,Residential   Construction/repair/demolition,20814
20141106,08/12/2014,03/11/2015,2014,Industrial/commercial   Equipment Noise,20878
20212157,07/23/2021,10/15/2021,2021,Waiver Request,20901
20191147,02/12/2019,07/02/2019,2019,Residential Muti Tenant Dwelling,20906
20232023,07/31/2023,09/11/2023,2023,Residential   Mechanical,20816
20232338,10/03/2023,11/20/2023,2023,Industrial/commercial  construction/repair/demolit,20832
20222279,09/26/2022,03/31/2023,2022,Industrial/commercial  construction/repair/demolit,20814
9539,02/19/1998,05/19/1998,1998,Industrial/commercial   Equipment Noise,20842
20823,09/16/2008,01/05/2009,2008,Residential   El  Amplification Equip,20854
25111,06/17/2011,10/14/2011,2011,Waiver Request,20852
20152287,10/06/2015,05/02/2016,2015,Industrial/commercial   Electrical Amp Equip,20901
15195,08/26/2004,01/27/2005,2004,Industrial/commercial   Electrical Amp Equip,20876
20191980,06/20/2019,09/30/2019,2019,Waiver Request,20910
141,02/10/2000,04/12/2000,2000,Residential   Construction/repair/demolition,20910
16956,11/22/2005,12/21/2005,2005,Industrial/commercial  construction/repair/demolit,21754
20192585,10/23/2019,12/12/2019,2019,Industrial/commercial   Electrical Amp Equip,20872
19248,07/02/2007,07/16/2007,2007,Industrial/commercial  construction/repair/demolit,20903
13154,07/16/2003,07/31/2003,2003,Industrial/commercial   Equipment Noise,20910
26657,07/16/2012,09/26/2012,2012,Industrial/commercial   Electrical Amp Equip,20814
20222102,08/15/2022,12/14/2022,2022,Industrial/commercial   Equipment Noise,20853
20222511,11/28/2022,12/15/2022,2022,Residential   Construction/repair/demolition,20814
20241678,05/15/2024,06/03/2024,2024,Residential   El  Amplification Equip,20814
20182219,08/30/2018,09/18/2018,2018,Residential   Construction/repair/demolition,20850
20212311,08/26/2021,09/20/2021,2021,Residential   El  Amplification Equip,20886
20231,04/16/2008,05/16/2008,2008,Industrial/commercial   Electrical Amp Equip,20904
20232123,08/21/2023,10/16/2023,2023,Industrial/commercial   Equipment Noise,20901
20940,10/13/2008,11/14/2008,2008,Residential   Motor Vehicle Noise,20817
20241725,05/28/2024,09/10/2024,2024,Residential   Mechanical,20886
20232437,10/27/2023,11/21/2023,2023,Noise Industrial/commercial   Leaf Blower Noise,20815
20241074,01/22/2024,02/08/2024,2024,Industrial/commercial   Equipment Noise,20853
18273,10/16/2006,11/29/2006,2006,Residential   El  Amplification Equip,20902
20242038,07/22/2024,,2024,Residential   El  Amplification Equip,20874
20151490,04/27/2015,05/28/2015,2015,Industrial/commercial   Equipment Noise,20852
20231143,02/05/2023,03/20/2023,2023,Residential   El  Amplification Equip,20901
20232249,09/13/2023,09/20/2023,2023,Industrial/commercial   Equipment Noise,20852
21035,11/10/2008,12/31/2008,2008,Industrial/commercial   Equipment Noise,20910
20251490,04/08/2025,,2025,Noise Industrial/commercial   Leaf Blower Noise,20878
20131462,12/03/2013,12/19/2013,2013,Residential   El  Amplification Equip,20851
2084,05/29/2001,07/11/2001,2001,Industrial/commercial  construction/repair/demolit,20882
8129,02/04/1999,03/10/1999,1999,Residential   El  Amplification Equip,20866
21889,06/22/2009,09/04/2009,2009,Industrial/commercial   Equipment Noise,20895
23225,04/19/2010,09/03/2010,2010,Industrial/commercial   Electrical Amp Equip,20814
26417,05/22/2012,06/18/2012,2012,Residential Muti Tenant Dwelling,20874
5740,04/29/1996,05/31/1996,1996,Residential   El  Amplification Equip,20901
12953,06/10/2003,06/20/2003,2003,Industrial/commercial   Equipment Noise,20910
9168,10/27/1999,11/29/1999,1999,Industrial/commercial  construction/repair/demolit,20910
20172088,08/07/2017,06/28/2018,2017,Industrial/commercial   Refuse Noise Collection,20815
8502,04/01/1999,05/03/1999,1999,Residential House/yard,20901
22938,02/09/2010,03/08/2010,2010,Residential   El  Amplification Equip,20872
20241697,05/20/2024,07/02/2024,2024,Residential   El  Amplification Equip,20901
20152234,09/21/2015,10/02/2015,2015,Industrial/commercial   Equipment Noise,20815
20201602,04/17/2020,04/21/2020,2020,Residential Muti Tenant Dwelling,20879
23331,05/11/2010,06/03/2010,2010,Residential   Construction/repair/demolition,20817
20212306,08/25/2021,08/31/2021,2021,Residential   Mechanical,20886
8267,04/07/1999,03/27/2000,1999,Industrial/commercial  construction/repair/demolit,20814
4315,04/21/1995,06/05/1995,1995,Residential   El  Amplification Equip,20901
20152451,11/18/2015,08/24/2016,2015,Residential   Mechanical,20854
20232108,08/16/2023,09/13/2023,2023,Residential   El  Amplification Equip,20905
20242389,10/03/2024,10/24/2024,2024,Industrial/commercial   Equipment Noise,20816
26501,06/11/2012,05/30/2017,2012,Industrial/commercial   Equipment Noise,20850
20181419,04/05/2018,04/27/2018,2018,Industrial/commercial  construction/repair/demolit,20871
21961,07/06/2009,08/21/2009,2009,Residential   El  Amplification Equip,20874
20151072,01/27/2015,04/07/2015,2015,Residential   Mechanical,20850
20161106,02/05/2016,04/07/2016,2016,Industrial/commercial  construction/repair/demolit,20906
20211013,01/07/2021,04/05/2021,2021,Industrial/commercial   Equipment Noise,20904
19927,01/25/2008,04/28/2008,2008,Industrial/commercial   Electrical Amp Equip,20852
20222565,12/12/2022,06/06/2023,2022,Waiver Request,20850
20221538,04/26/2022,07/15/2022,2022,Waiver Request,20910
4843,09/01/1995,09/25/1995,1995,Residential House/yard,20902
19436,08/27/2007,11/06/2007,2007,Industrial/commercial  construction/repair/demolit,20910
20231325,03/15/2023,03/23/2023,2023,Industrial/commercial  construction/repair/demolit,20852
17154,01/09/2006,01/09/2006,2006,Residential   Mechanical,20832
17657,05/15/2006,06/08/2006,2006,Residential   El  Amplification Equip,20910
20181959,06/26/2018,09/17/2018,2018,Industrial/commercial   Equipment Noise,20850
9524,02/17/1998,03/18/1998,1998,Residential   El  Amplification Equip,20906
20242152,08/14/2024,10/16/2024,2024,Residential Muti Tenant Dwelling,20886
5955,06/13/1996,12/03/1997,1996,Residential House/yard,20877
20232689,12/27/2023,01/02/2024,2023,Residential   Construction/repair/demolition,20902
19356,08/01/2007,08/13/2007,2007,Industrial/commercial  construction/repair/demolit,20854
20192571,10/18/2019,10/28/2019,2019,Waiver Request,20815
20241642,05/08/2024,05/30/2024,2024,Residential   Construction/repair/demolition,20874
20181145,02/14/2018,02/28/2018,2018,Industrial/commercial  construction/repair/demolit,20814
20182392,10/12/2018,10/17/2018,2018,Industrial/commercial   Equipment Noise,20855
2014353,03/17/2014,02/19/2015,2014,Residential Muti Tenant Dwelling,20886
20152499,12/04/2015,12/09/2015,2015,Residential Muti Tenant Dwelling,20874
20202379,08/26/2020,09/01/2020,2020,Industrial/commercial  construction/repair/demolit,20814
20222065,08/05/2022,01/05/2023,2022,Residential   Mechanical,20902
2014721,05/14/2014,07/18/2014,2014,Industrial/commercial   Electrical Amp Equip,20854
19747,11/27/2007,12/26/2007,2007,Industrial/commercial   Electrical Amp Equip,20814
20162479,11/14/2016,07/11/2017,2016,Industrial/commercial  construction/repair/demolit,20814
23410,06/01/2010,06/28/2010,2010,Residential   Construction/repair/demolition,20815
25633,10/31/2011,10/22/2012,2011,Industrial/commercial  construction/repair/demolit,20902
20192610,10/31/2019,12/18/2019,2019,Noise Industrial/commercial   Leaf Blower Noise,20878
20152461,11/20/2015,12/23/2015,2015,Residential Muti Tenant Dwelling,20910
20222462,11/09/2022,12/02/2022,2022,Information Request,20910
20172383,10/18/2017,11/21/2017,2017,Industrial/commercial  construction/repair/demolit,20850
20151624,05/08/2015,05/27/2015,2015,Industrial/commercial   Equipment Noise,20886
23051,03/18/2010,03/24/2010,2010,Industrial/commercial  construction/repair/demolit,20832
17408,03/17/2006,06/26/2006,2006,Industrial/commercial   Equipment Noise,20910
10734,12/14/1998,02/07/1999,1998,Residential   El  Amplification Equip,20878
9494,02/09/1998,02/19/1999,1998,Residential House/yard,20874
1001,09/26/2000,10/11/2000,2000,Industrial/commercial  construction/repair/demolit,20817
20222525,12/01/2022,05/10/2023,2022,Waiver Request,20814
20221286,03/10/2022,06/01/2022,2022,Industrial/commercial  construction/repair/demolit,20815
16369,06/07/2005,06/09/2005,2005,Industrial/commercial   Equipment Noise,20774
19852,01/02/2008,01/18/2008,2008,Residential   El  Amplification Equip,20906
2014844,06/09/2014,07/14/2014,2014,Industrial/commercial   Electrical Amp Equip,20814
20201780,05/13/2020,06/18/2020,2020,Residential   Construction/repair/demolition,20814
6308,09/13/1996,11/25/1996,1996,Residential House/yard,20850
13117,07/09/2003,07/15/2003,2003,Residential   Construction/repair/demolition,20871
2014970,07/10/2014,08/11/2014,2014,Residential   Mechanical,20895
2014127,01/13/2014,03/14/2014,2014,Industrial/commercial   Equipment Noise,20879
14952,07/13/2004,07/28/2004,2004,Industrial/commercial   Equipment Noise,20818
1161,10/26/2000,12/11/2000,2000,Industrial/commercial   Equipment Noise,20814
4318,04/21/1995,06/08/1995,1995,Industrial/commercial   Equipment Noise,20910
25747,12/01/2011,09/19/2013,2011,Residential   Motor Vehicle Noise,20852
13862,11/26/2003,11/26/2003,2003,Industrial/commercial  construction/repair/demolit,20910
5974,06/20/1996,07/17/1996,1996,Industrial/commercial   Equipment Noise,20874
1992921203,04/08/1992,06/25/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,20817
24140,11/29/2010,12/21/2010,2010,Residential   El  Amplification Equip,20832
4500,06/01/1995,08/01/1995,1995,Industrial/commercial   Equipment Noise,20814
2013898,07/05/2013,07/15/2015,2013,Industrial/commercial   Equipment Noise,20852
2013453,04/29/2013,05/30/2013,2013,Residential   El  Amplification Equip,20906
20192112,07/15/2019,07/16/2019,2019,Waiver Request,20852
20242119,08/07/2024,10/08/2024,2024,Waiver Request,20876
2013928,07/11/2013,07/18/2013,2013,Industrial/commercial   heat Pump/ac Noise,20910
20242074,07/29/2024,,2024,Industrial/commercial   Electrical Amp Equip,20901
7586,07/18/1997,08/29/1997,1997,Residential House/yard,20815
15502,11/03/2004,11/22/2004,2004,Industrial/commercial  construction/repair/demolit,20850
20202058,06/19/2020,08/17/2020,2020,Residential House/yard,20879
6747,03/06/1997,03/21/1997,1997,Industrial/commercial   Electrical Amp Equip,20850
20202914,12/21/2020,01/04/2021,2020,Residential   El  Amplification Equip,20904
12807,05/12/2003,07/01/2003,2003,Industrial/commercial   Equipment Noise,20853
20251467,04/03/2025,,2025,Residential Muti Tenant Dwelling,20853
20181167,02/20/2018,06/06/2018,2018,Waiver Request,20814
20231446,04/06/2023,05/02/2023,2023,Industrial/commercial  construction/repair/demolit,20850
20151675,05/20/2015,05/21/2015,2015,Industrial/commercial  construction/repair/demolit,20910
20161361,04/15/2016,10/18/2016,2016,Industrial/commercial   Equipment Noise,20815
20192219,08/06/2019,10/09/2019,2019,Industrial/commercial  construction/repair/demolit,20814
25592,10/20/2011,11/07/2011,2011,Industrial/commercial  construction/repair/demolit,20901
23485,06/21/2010,08/18/2010,2010,Residential   El  Amplification Equip,20877
14366,03/30/2004,04/06/2004,2004,Industrial/commercial   Equipment Noise,20910
20231914,07/07/2023,09/15/2023,2023,Industrial/commercial   Equipment Noise,20854
8714,05/16/1999,07/08/1999,1999,Residential House/yard,20904
17639,05/10/2006,11/01/2006,2006,Residential   Mechanical,20814
27321,11/27/2012,12/12/2012,2012,Industrial/commercial   Electrical Amp Equip,20009
20242042,07/22/2024,,2024,Waiver Request,20878
20211819,06/02/2021,09/20/2021,2021,Residential   El  Amplification Equip,20903
20241791,06/07/2024,07/01/2024,2024,Residential Muti Tenant Dwelling,20852
